comment,tokens
بی بی سی میں تو خواتین بھی ہوتی ہیں انہی شرم نہیں آتی ایسی خبریں شئیر کرنے پر,"['بی', 'بی', 'سی', 'میں', 'تو', 'خواتین', 'بھی', 'ہوتی', 'ہیں', 'ان', 'ہی', 'شرم', 'نہیں', 'آتی', 'ایسی', 'خبریں', 'شئیر', 'کر', 'نے', 'پر']"
محترم یا تو اردو میں لکھو یا انگریزی میں کلیٹورس بڑھ جاتا ہے اب اس کا میں کیا مطلب سمجھوں اگر آپ کا خیال ہے کہ اردو اتنی تہی دامن ہے کہ آپ کا مافی الضمیر واضح نہیں ہوسکتا تو اردو کو بند کرکے ہسپانوی لکھنا شروع کردو اگر عورت کے جنسی اعضاء کا لکھنا چاہتے ہیں تو اس کے لیے اندام نہانی کا لفظ موجود ہے اور بھی کئی الفاظ ہیں یہ ایک نفسیاتی بیماری ہے کہ جب تک اردو کو انگریزی کا تڑ کا نہ لگے بندے کی تعلیمی قابلیت مشکوک رہتی ہے,"['محترم', 'یا', 'تو', 'اردو', 'میں', 'لکھو', 'یا', 'انگریزی', 'میں', 'کلیٹورس', 'بڑھ', 'جاتا', 'ہے', 'اب', 'اس', 'کا', 'میں', 'کیا', 'مطلب', 'سمجھوں', 'اگر', 'آپ', 'کا', 'خیال', 'ہے', 'کہ', 'اردو', 'اتنی', 'ت', 'ہی', 'دامن', 'ہے', 'کہ', 'آپ', 'کا', 'مافی', 'الضمیر', 'واضح', 'نہیں', 'ہوسکتا', 'تو', 'اردو', 'کو', 'بند', 'کرکے', 'ہسپانوی', 'لکھنا', 'شروع', 'کردو', 'اگر', 'عورت', 'کے', 'جنسی', 'اعضاء', 'کا', 'لکھنا', 'چاہتے', 'ہیں', 'تو', 'اس', 'کے', 'لیے', 'اندام', 'نہانی', 'کا', 'لفظ', 'موجود', 'ہے', 'اور', 'بھی', 'کئی', 'الفاظ', 'ہیں', 'یہ', 'ایک', 'نفسیاتی', 'بیماری', 'ہے', 'کہ', 'جب', 'تک', 'اردو', 'کو', 'انگریزی', 'کا', 'تڑ', 'کا', 'نہ', 'لگے', 'بندے', 'کی', 'تعلیمی', 'قابلیت', 'مشکوک', 'رہتی', 'ہے']"
ایک توجہ طلب نوٹس ایک تلخ حقیقت شادی ہال نکاح اور ولیمہ کی تقریب کے لیے رینٹ پر لیے جاتے ہیں اور نکاح ایک شرعی حکم ہے مگر شادی ہال کا مالک پھر بھی پیسے مانگتا ہے حج اور عمرہ ایک عبادت اور شرعی حکم ہے مگر ایئر لائن کمپنیز اور ٹریول ایجنٹس پھر بھی پیسے مانگتے ہیں ختنے کروانے ایک فطری و شرعی حکم ہے مگر ڈاکٹرز پھر بھی پیسے مانگتے ہیں قربانی ایک شرعی فریضہ ہے مگر قصائی پھر بھی پیسے مانگتا ہے تعلیم ایک شرعی حکم ہے مگر ٹیچرز پھر بھی پیسے مانگتے ہیں مسجد بنانا نیکی کا کام ہے مگر مستری و مزدور پھر بھی پیسے مانگتے ہیں قرآن و حدیث کی اشاعت ایک اہم فریضہ ہے مگر پبلشرز پھر بھی قیمت مانگتے ہیں تو نہ کسی کو ان کے تقوے پر شک ہوتا ہے نہ کوئی انہیں دنیا دار لالچی کہتا ہے نہ وہ دین فروش بنتے ہیں نہ ہی ریٹ فکس کرنے کو حرام کہا جاتا ہے اور نماز پڑھانا خطبہ جمعہ عیدین تراویح درس و تقریر یہ سب بھی شرعی احکام ہیں مگر مگر مگر جب امام خطیب مدرس یا مقرر ہر طرف سے مجبور ہو کر اپنے دل و ضمیر پر پتھر رکھتے ہوئے اپنی تنخواہ میں اضافے کا مطالبہ کردے یا تنخواہ طے کر لے یا تنخواہ لیٹ ہونے پہ اظہار ناراضگی کردے تو بس پھر وہ دنیا دار بن جاتا ہے دین فروش کہلواتا ہے لالچی ہوتا ہے تقو ی سے خالی ہوتا ہے اسلام کے شہزادو صرف علماء کرام اور ائمہ مساجد کے ساتھ ہی ہمارا دوہرا معیار کیوں ہے حالانکہ مسجد خوبصورت ہو مزین ہو ہر سہولت اس میں ہو مگر امام نہ ہو تو جانتے ہیں آپ وہ مسجد اصلاح کا مرکز نہیں بن سکتی وہ تربیت گاہ نہیں کہلا سکتی لوگ اس سے دین نہیں سیکھ سکتے امام کے بغیر مسجد میں بھی پڑھی ہوئی نماز ایک ہی شمار کی جائے گی مگر مسجد کچی ہو یا کجھور کے پتوں سے بنی ہو مگر امام موجود ہو تو امام کے ساتھ پڑھی ہوئی ایک نماز نمازوں کے برابر اجر دلواتی ہے وہ تربیت گاہ بھی بن جاتی ہے دین کا مرکز بھی کہلواتی ہے اور اسلامی تعلیمات کا سر چشمہ ہوتی ہے لیکن پھر بھی کچھ لوگوں کا نظریہ ہے مسجد میں ٹائل لگوانا لگوانا ایسا صدقہ جاریہ ہے جو مسجد کے امام و خطیب پر خرچ کرنے سے افضل ہے اس لیے اپنے علماء کرام اور ائمہ مساجد کی قدر کریں انکی ضروریات کا پورا پورا خیال رکھیں,"['ایک', 'توجہ', 'طلب', 'نوٹس', 'ایک', 'تلخ', 'حقیقت', 'شادی', 'ہال', 'نکاح', 'اور', 'ولیمہ', 'کی', 'تقریب', 'کے', 'لیے', 'رینٹ', 'پر', 'لیے', 'جاتے', 'ہیں', 'اور', 'نکاح', 'ایک', 'شرعی', 'حکم', 'ہے', 'مگر', 'شادی', 'ہال', 'کا', 'مالک', 'پھر', 'بھی', 'پی', 'سے', 'مانگتا', 'ہے', 'حج', 'اور', 'عمرہ', 'ایک', 'عبادت', 'اور', 'شرعی', 'حکم', 'ہے', 'مگر', 'ایئر', 'لا', 'ئن', 'کمپنیز', 'اور', 'ٹریول', 'ایجنٹس', 'پھر', 'بھی', 'پی', 'سے', 'مانگتے', 'ہیں', 'خت', 'نے', 'کروا', 'نے', 'ایک', 'فطری', 'و', 'شرعی', 'حکم', 'ہے', 'مگر', 'ڈاکٹرز', 'پھر', 'بھی', 'پی', 'سے', 'مانگتے', 'ہیں', 'قربانی', 'ایک', 'شرعی', 'فریضہ', 'ہے', 'مگر', 'قصائی', 'پھر', 'بھی', 'پی', 'سے', 'مانگتا', 'ہے', 'تعلیم', 'ایک', 'شرعی', 'حکم', 'ہے', 'مگر', 'ٹیچرز', 'پھر', 'بھی', 'پی', 'سے', 'مانگتے', 'ہیں', 'مسجد', 'بنانا', 'نیکی', 'کا', 'کام', 'ہے', 'مگر', 'مستری', 'و', 'مزدور', 'پھر', 'بھی', 'پی', 'سے', 'مانگتے', 'ہیں', 'قرآن', 'و', 'حدیث', 'کی', 'اشاعت', 'ایک', 'اہم', 'فریضہ', 'ہے', 'مگر', 'پبلشرز', 'پھر', 'بھی', 'قیمت', 'مانگتے', 'ہیں', 'تو', 'نہ', 'کسی', 'کو', 'ان', 'کے', 'تقوے', 'پر', 'شک', 'ہوتا', 'ہے', 'نہ', 'کوئی', 'انہیں', 'دنیا', 'دار', 'لا', 'لچی', 'کہتا', 'ہے', 'نہ', 'وہ', 'دین', 'فروش', 'بنتے', 'ہیں', 'نہ', 'ہی', 'ریٹ', 'فکس', 'کر', 'نے', 'کو', 'حرام', 'کہا', 'جاتا', 'ہے', 'اور', 'نماز', 'پڑھانا', 'خطبہ', 'جمعہ', 'عیدین', 'تراویح', 'درس', 'و', 'تقریر', 'یہ', 'سب', 'بھی', 'شرعی', 'احکام', 'ہیں', 'مگر', 'مگر', 'مگر', 'جب', 'امام', 'خطیب', 'مدرس', 'یا', 'مقرر', 'ہر', 'طرف', 'سے', 'مجبور', 'ہو', 'کر', 'اپ', 'نے', 'دل', 'و', 'ضمیر', 'پر', 'پتھر', 'رکھتے', 'ہوئے', 'اپنی', 'تنخواہ', 'میں', 'اضافے', 'کا', 'مطالبہ', 'کردے', 'یا', 'تنخواہ', 'طے', 'کر', 'لے', 'یا', 'تنخواہ', 'لیٹ', 'ہو', 'نے', 'پہ', 'اظہار', 'نا', 'راضگی', 'کردے', 'تو', 'بس', 'پھر', 'وہ', 'دنیا', 'دار', 'بن', 'جاتا', 'ہے', 'دین', 'فروش', 'کہلواتا', 'ہے', 'لا', 'لچی', 'ہوتا', 'ہے', 'تقو', 'ی', 'سے', 'خالی', 'ہوتا', 'ہے', 'اسلام', 'کے', 'شہزادو', 'صرف', 'علماء', 'کرام', 'اور', 'ائمہ', 'مساجد', 'کے', 'ساتھ', 'ہی', 'ہمارا', 'دوہرا', 'معیار', 'کیوں', 'ہے', 'حالانکہ', 'مسجد', 'خوبصورت', 'ہو', 'مزین', 'ہو', 'ہر', 'سہولت', 'اس', 'میں', 'ہو', 'مگر', 'امام', 'نہ', 'ہو', 'تو', 'جانتے', 'ہیں', 'آپ', 'وہ', 'مسجد', 'اصلاح', 'کا', 'مرکز', 'نہیں', 'بن', 'سکتی', 'وہ', 'تربیت', 'گاہ', 'نہیں', 'کہلا', 'سکتی', 'لوگ', 'اس', 'سے', 'دین', 'نہیں', 'سیکھ', 'سکتے', 'امام', 'کے', 'بغیر', 'مسجد', 'میں', 'بھی', 'پڑھی', 'ہوئی', 'نماز', 'ایک', 'ہی', 'شمار', 'کی', 'جائے', 'گی', 'مگر', 'مسجد', 'کچی', 'ہو', 'یا', 'کجھور', 'کے', 'پتوں', 'سے', 'بنی', 'ہو', 'مگر', 'امام', 'موجود', 'ہو', 'تو', 'امام', 'کے', 'ساتھ', 'پڑھی', 'ہوئی', 'ایک', 'نماز', 'نمازوں', 'کے', 'برابر', 'اجر', 'دلواتی', 'ہے', 'وہ', 'تربیت', 'گاہ', 'بھی', 'بن', 'جاتی', 'ہے', 'دین', 'کا', 'مرکز', 'بھی', 'کہلواتی', 'ہے', 'اور', 'اسلامی', 'تعلیمات', 'کا', 'سر', 'چشمہ', 'ہوتی', 'ہے', 'لیکن', 'پھر', 'بھی', 'کچھ', 'لوگوں', 'کا', 'نظریہ', 'ہے', 'مسجد', 'میں', 'ٹائل', 'لگوانا', 'لگوانا', 'ایسا', 'صدقہ', 'جاریہ', 'ہے', 'جو', 'مسجد', 'کے', 'امام', 'و', 'خطیب', 'پر', 'خرچ', 'کر', 'نے', 'سے', 'افضل', 'ہے', 'اس', 'لیے', 'اپ', 'نے', 'علماء', 'کرام', 'اور', 'ائمہ', 'مساجد', 'کی', 'قدر', 'کریں', 'انکی', 'ضروریات', 'کا', 'پورا', 'پورا', 'خیال', 'رکھیں']"
مولاناشمس الحق افغانی سے ایک قاد یانی جج نے پوچھا نبوت کیا چیز ہے مولانا شمس الحق افغانی فرمانے لگے نبوت اعل ی منصب ہے اللہ جل شانہ ج سے چاہے دے دیتاہے قاد یانی بولا جب اتنا اچھا منصب ہے تو ا سے عام کرنا چاہئے مولانا شمس الحق افغانی نے روپے کا نوٹ نکال کر فرمایا یہ نوٹ کیساہے ا سی زمانے میں سو روپے کا نوٹ بڑا نوٹ تھا قاد یانی بولا یہ تو اعل ی چیز ہے مولانا شمس الحق افغانی نے فرمایا جب اتنی اعلی چیز ہے تو ا سے عام کرنا چاہئے ایک م ہر میں اپنی طرف سے بناؤنگا اور جعلی نوٹ تیار کر کے عام کرتا رہونگا قاد یانی جج بولا یہ کام اگر آپ نے کیا تو آپ مجرم ہونگے اور سزا کے مستحق ہونگے ا س کام کی اتھارٹی صرف حکومت کے پاس ہے کسی اور کے پاس نہیں مولاناشمس الحق افغانی نے فرمایا ٹھیک ہے اب یہ سمجھو کہ نبوت اگرچہ اعل ی منصب ہے مگر اسکی اتھارٹی صرف اللہ تعالی کے پاس ہے جسکو وہ چاہے نبی بنادیتاہے اب آپ لوگوں نے اپنا جعلی نبی بنایا ہے تو اس لئے آپ لوگ اللہ پاک کے نزدیک مجرم ہیں آج کل ہماری سب سے بڑی زمہ داری فتنہ قا دیا نیت کی سرکوبی کرنا ہے اللہ ہر ایک سے دفاع ختم نبوت کا کام لے اس تحریر کی ہر صاحب ایمان زیادہ سے زیادہ تشہیرکرے یہ محمد صلى الله عليه واله وسلم سے محبت کا ادن ی سا اظہار ھوگا جزاك الله خیرا کثیرا,"['مولاناشمس', 'الحق', 'افغانی', 'سے', 'ایک', 'قاد', 'یانی', 'جج', 'نے', 'پوچھا', 'نبوت', 'کیا', 'چیز', 'ہے', 'مولانا', 'شمس', 'الحق', 'افغانی', 'فرما', 'نے', 'لگے', 'نبوت', 'اعل', 'ی', 'منصب', 'ہے', 'اللہ', 'جل', 'شانہ', 'ج', 'سے', 'چاہے', 'دے', 'دیتاہے', 'قاد', 'یانی', 'بولا', 'جب', 'اتنا', 'اچھا', 'منصب', 'ہے', 'تو', 'ا', 'سے', 'عام', 'کرنا', 'چاہئے', 'مولانا', 'شمس', 'الحق', 'افغانی', 'نے', 'روپے', 'کا', 'نوٹ', 'نکال', 'کر', 'فرمایا', 'یہ', 'نوٹ', 'کیساہے', 'ا', 'سی', 'زما', 'نے', 'میں', 'سو', 'روپے', 'کا', 'نوٹ', 'بڑا', 'نوٹ', 'تھا', 'قاد', 'یانی', 'بولا', 'یہ', 'تو', 'اعل', 'ی', 'چیز', 'ہے', 'مولانا', 'شمس', 'الحق', 'افغانی', 'نے', 'فرمایا', 'جب', 'اتنی', 'اعلی', 'چیز', 'ہے', 'تو', 'ا', 'سے', 'عام', 'کرنا', 'چاہئے', 'ایک', 'م', 'ہر', 'میں', 'اپنی', 'طرف', 'سے', 'بناؤنگا', 'اور', 'جعلی', 'نوٹ', 'تیار', 'کر', 'کے', 'عام', 'کرتا', 'رہونگا', 'قاد', 'یانی', 'جج', 'بولا', 'یہ', 'کام', 'اگر', 'آپ', 'نے', 'کیا', 'تو', 'آپ', 'مجرم', 'ہونگے', 'اور', 'سزا', 'کے', 'مستحق', 'ہونگے', 'ا', 'س', 'کام', 'کی', 'اتھارٹی', 'صرف', 'حکومت', 'کے', 'پاس', 'ہے', 'کسی', 'اور', 'کے', 'پاس', 'نہیں', 'مولاناشمس', 'الحق', 'افغانی', 'نے', 'فرمایا', 'ٹھیک', 'ہے', 'اب', 'یہ', 'سمجھو', 'کہ', 'نبوت', 'اگرچہ', 'اعل', 'ی', 'منصب', 'ہے', 'مگر', 'اسکی', 'اتھارٹی', 'صرف', 'اللہ', 'تعالی', 'کے', 'پاس', 'ہے', 'جس', 'کو', 'وہ', 'چاہے', 'نبی', 'بنادیتاہے', 'اب', 'آپ', 'لوگوں', 'نے', 'اپنا', 'جعلی', 'نبی', 'بنایا', 'ہے', 'تو', 'اس', 'لئے', 'آپ', 'لوگ', 'اللہ', 'پاک', 'کے', 'نزدیک', 'مجرم', 'ہیں', 'آج', 'کل', 'ہماری', 'سب', 'سے', 'بڑی', 'زمہ', 'داری', 'فتنہ', 'قا', 'دیا', 'نیت', 'کی', 'سرکوبی', 'کرنا', 'ہے', 'اللہ', 'ہر', 'ایک', 'سے', 'دفاع', 'ختم', 'نبوت', 'کا', 'کام', 'لے', 'اس', 'تحریر', 'کی', 'ہر', 'صاحب', 'ایمان', 'زیادہ', 'سے', 'زیادہ', 'تشہیرکرے', 'یہ', 'محمد', 'صلى', 'الله', 'عليه', 'واله', 'وسلم', 'سے', 'محبت', 'کا', 'ادن', 'ی', 'سا', 'اظہار', 'ھوگا', 'جزاك', 'الله', 'خیرا', 'کثیرا']"
پشتو کا ایک کہاوت وائ ھندو ستڑے او خدائے ناراضہ,"['پشتو', 'کا', 'ایک', 'کہاوت', 'وائ', 'ھندو', 'ستڑے', 'او', 'خدائے', 'نا', 'راضہ']"
نوع لو کارا تورتاۓ,"['نوع', 'لو', 'کارا', 'تورتاۓ']"
کونسا مذہب سچا ہے اسے قطعہ نظر ہر مذہب کے پیروکار کا اپنے مذہب پر اتنا ہی ایمان ہوتا ہے جتنا ہمارا اسلام پر ہے لہ ذا انسانیت کے ناطے کسی بھی غیر مسلم کے عقائد کی تضحیک سے گریز کرنا چاہیے بشرطیکہ اس سے کسی انسان کو نقصان نہ پہنچے آج اگر آپ ان کے عقائد کی تضحیک کرو گے ان کے خداؤں کو برا بھلا کہوگے تو کل وہ آپ کے خدا کی توہین کے مرتکب ہوں گے لہذا احترام کو ملحوظ خاطر رکھتے ہوئے شر انگیزی سے گریز کرنا چاہیے جیسا کہ فرمان خدا ہے و ل ا ت س ب وا ال ذ ی ن ی د ع و ن م ن د و ن الل ہ ف ی س ب وا الل ہ ع د و ا ب غ ی ر ع ل م ک ذ ل ک ز ی ن ا ل ک ل ا م ۃ ع م ل ہ م ث م ا ل ی ر ب ہ م م ر ج ع ہ م ف ی ن ب ئ ہ م ب م ا ک ان و ا ی ع م ل و ن اور وہ اللہ تعالی کے سواجن کو پکارتے ہیں ا نہیں برابھلانہ کہوکہ وہ بھی بغیرعلم کے حدسے گزرکراللہ تعالی کو ب را بھلا کہیں گے اسی طرح ہم نے ہرگروہ کے لئے اس کا عمل خوش نمابنادیاہے پھر انہیں اپنے رب کی طرف ہی پلٹناہے تو وہ ا نہیں بتادے گاجووہ عمل کیا کرتے تھے سورة الأنعام,"['کونسا', 'مذہب', 'سچا', 'ہے', 'ا', 'سے', 'قطعہ', 'نظر', 'ہر', 'مذہب', 'کے', 'پیروکار', 'کا', 'اپ', 'نے', 'مذہب', 'پر', 'اتنا', 'ہی', 'ایمان', 'ہوتا', 'ہے', 'جتنا', 'ہمارا', 'اسلام', 'پر', 'ہے', 'لہ', 'ذا', 'انسانیت', 'کے', 'نا', 'طے', 'کسی', 'بھی', 'غیر', 'مسلم', 'کے', 'عقائد', 'کی', 'تضحیک', 'سے', 'گریز', 'کرنا', 'چاہیے', 'بشرطیکہ', 'اس', 'سے', 'کسی', 'انسان', 'کو', 'نقصان', 'نہ', 'پہنچے', 'آج', 'اگر', 'آپ', 'ان', 'کے', 'عقائد', 'کی', 'تضحیک', 'کرو', 'گے', 'ان', 'کے', 'خداؤں', 'کو', 'برا', 'بھلا', 'کہوگے', 'تو', 'کل', 'وہ', 'آپ', 'کے', 'خدا', 'کی', 'توہین', 'کے', 'مرتکب', 'ہوں', 'گے', 'لہذا', 'احترام', 'کو', 'ملحوظ', 'خاطر', 'رکھتے', 'ہوئے', 'شر', 'انگیزی', 'سے', 'گریز', 'کرنا', 'چاہیے', 'جیسا', 'کہ', 'فرمان', 'خدا', 'ہے', 'و', 'ل', 'ا', 'ت', 'س', 'ب', 'وا', 'ال', 'ذ', 'ی', 'ن', 'ی', 'د', 'ع', 'و', 'ن', 'م', 'ن', 'د', 'و', 'ن', 'الل', 'ہ', 'ف', 'ی', 'س', 'ب', 'وا', 'الل', 'ہ', 'ع', 'د', 'و', 'ا', 'ب', 'غ', 'ی', 'ر', 'ع', 'ل', 'م', 'ک', 'ذ', 'ل', 'ک', 'ز', 'ی', 'ن', 'ا', 'ل', 'ک', 'ل', 'ا', 'م', 'ۃ', 'ع', 'م', 'ل', 'ہ', 'م', 'ث', 'م', 'ا', 'ل', 'ی', 'ر', 'ب', 'ہ', 'م', 'م', 'ر', 'ج', 'ع', 'ہ', 'م', 'ف', 'ی', 'ن', 'ب', 'ئ', 'ہ', 'م', 'ب', 'م', 'ا', 'ک', 'ان', 'و', 'ا', 'ی', 'ع', 'م', 'ل', 'و', 'ن', 'اور', 'وہ', 'اللہ', 'تعالی', 'کے', 'سواجن', 'کو', 'پکارتے', 'ہیں', 'ا', 'نہیں', 'برابھلانہ', 'کہوکہ', 'وہ', 'بھی', 'بغیرعلم', 'کے', 'حد', 'سے', 'گزرکراللہ', 'تعالی', 'کو', 'ب', 'را', 'بھلا', 'کہیں', 'گے', 'اسی', 'طرح', 'ہم', 'نے', 'ہرگروہ', 'کے', 'لئے', 'اس', 'کا', 'عمل', 'خوش', 'نمابنادیاہے', 'پھر', 'انہیں', 'اپ', 'نے', 'رب', 'کی', 'طرف', 'ہی', 'پلٹناہے', 'تو', 'وہ', 'ا', 'نہیں', 'بتادے', 'گاجووہ', 'عمل', 'کیا', 'کرتے', 'تھے', 'سورة', 'الأنعام']"
شکر دی چه ده محمد صلی الله عليه وسلم امتی يم,"['شکر', 'دی', 'چه', 'ده', 'محمد', 'صلی', 'الله', 'عليه', 'وسلم', 'امتی', 'يم']"
ترقی یافتہ ممالک کے یہ حالات ہیں تو ہمارے تو اس سے بھی گئے گزرے مزار دربار پیر فقیر عامل ہر جگہ,"['ترقی', 'یافتہ', 'ممالک', 'کے', 'یہ', 'حالات', 'ہیں', 'تو', 'ہمارے', 'تو', 'اس', 'سے', 'بھی', 'گئے', 'گزرے', 'مزار', 'دربار', 'پیر', 'فقیر', 'عامل', 'ہر', 'جگہ']"
جنوری میں یہ سب چاپانی ہی کر سکتے ہیں,"['جنوری', 'میں', 'یہ', 'سب', 'چاپانی', 'ہی', 'کر', 'سکتے', 'ہیں']"
شہبازشریف وائی چئ گرانی رشتیا دومرہ نشتہ دا خو چئ ماشومان کور تہ سودا راوڑی نو پیسئ پکئ چپہ کوی,"['شہبازشریف', 'وائی', 'چئ', 'گرانی', 'رشتیا', 'دومرہ', 'نشتہ', 'دا', 'خو', 'چئ', 'ماشومان', 'کور', 'تہ', 'سودا', 'راوڑی', 'نو', 'پیسئ', 'پکئ', 'چپہ', 'کوی']"
ہائے م جھے یہ دیکھ کے ہی ٹھنڈ لگنے لگی,"['ہائے', 'م', 'جھے', 'یہ', 'دیکھ', 'کے', 'ہی', 'ٹھنڈ', 'لگ', 'نے', 'لگی']"
یہ ساٸنس وٹيکنالاجی میں دنیا کی ایک انتہاٸی ترقی یافتہ قوم ھے,"['یہ', 'ساٸنس', 'وٹيکنالاجی', 'میں', 'دنیا', 'کی', 'ایک', 'انتہاٸی', 'ترقی', 'یافتہ', 'قوم', 'ھے']"
نئے سال کی اسی تقریب کا صدقہ ہے کہ جاپان کی چلی ہوئی گاڑیاں بھی پوری دنیا میں اپنا مقام رکھتی ہیں,"['نئے', 'سال', 'کی', 'اسی', 'تقریب', 'کا', 'صدقہ', 'ہے', 'کہ', 'جاپان', 'کی', 'چلی', 'ہوئی', 'گاڑیاں', 'بھی', 'پوری', 'دنیا', 'میں', 'اپنا', 'مقام', 'رکھتی', 'ہیں']"
یہ بی بی سی کوبی کرتے ضرورت ہے,"['یہ', 'بی', 'بی', 'سی', 'کوبی', 'کرتے', 'ضرورت', 'ہے']"
جب حیا چلی جائے تو جو چاہے کرو گندے لوگ,"['جب', 'حیا', 'چلی', 'جائے', 'تو', 'جو', 'چاہے', 'کرو', 'گندے', 'لوگ']"
بی بی سے اور جیو دونوں ایک ہی کام لگے ہوے ہیں,"['بی', 'بی', 'سے', 'اور', 'جیو', 'دونوں', 'ایک', 'ہی', 'کام', 'لگے', 'ہوے', 'ہیں']"
یا اللہ ہماری حفاظت فرما ملک پاکستان کی حفاظت فرما تمام امت محمدیہ کی حفاظت فرما ان اغیار کو اپنی منصوبہ میں ناکام کر دے مولا,"['یا', 'اللہ', 'ہماری', 'حفاظت', 'فرما', 'ملک', 'پاکستان', 'کی', 'حفاظت', 'فرما', 'تمام', 'امت', 'محمدیہ', 'کی', 'حفاظت', 'فرما', 'ان', 'اغیار', 'کو', 'اپنی', 'منصوبہ', 'میں', 'نا', 'کام', 'کر', 'دے', 'مولا']"
سعد,['سعد']
میرے دوستوں میں سے کوئی نہیں گیا,"['میرے', 'دوستوں', 'میں', 'سے', 'کوئی', 'نہیں', 'گیا']"
تو آپ کا کیا خیال ہیں,"['تو', 'آپ', 'کا', 'کیا', 'خیال', 'ہیں']"
اسکو دکھانے کا مطلب بی بی سی اور اسکے حواری چاہتے ایسا کام عام مسلمان بھی کریں نہی تو انکے دل میں کچھ شوق کی چنگاری سلگائی جائے,"['اس', 'کو', 'دکھا', 'نے', 'کا', 'مطلب', 'بی', 'بی', 'سی', 'اور', 'اسکے', 'حواری', 'چاہتے', 'ایسا', 'کام', 'عام', 'مسلمان', 'بھی', 'کریں', 'ن', 'ہی', 'تو', 'انکے', 'دل', 'میں', 'کچھ', 'شوق', 'کی', 'چنگاری', 'سلگائی', 'جائے']"
میں سمجھا ان لوگوں نے کپڑے بیچ کر ملک بچا لیا ہو گا,"['میں', 'سمجھا', 'ان', 'لوگوں', 'نے', 'کپڑے', 'بیچ', 'کر', 'ملک', 'بچا', 'لیا', 'ہو', 'گا']"
یہی مغربی تہذیب کا اصل چہرہ ہے جب مشرقی میں لبرل آنٹیاں انکی دلدادہ ہیں میرا جسم میری مرضی,"['ی', 'ہی', 'مغربی', 'تہذیب', 'کا', 'اصل', 'چہرہ', 'ہے', 'جب', 'مشرقی', 'میں', 'لبرل', 'آنٹیاں', 'انکی', 'دلدادہ', 'ہیں', 'میرا', 'جسم', 'میری', 'مرضی']"
پاکستان میں بھی ایسی مسکراھٹوں کی شدیدضرورت ھے,"['پاکستان', 'میں', 'بھی', 'ایسی', 'مسکراھٹوں', 'کی', 'شدیدضرورت', 'ھے']"
سب چلتا ھے لندن میں,"['سب', 'چلتا', 'ھے', 'لندن', 'میں']"
پاکستان میں بھی ایسی مسکراھٹوں کی شدیدضرورت ھے,"['پاکستان', 'میں', 'بھی', 'ایسی', 'مسکراھٹوں', 'کی', 'شدیدضرورت', 'ھے']"
مادر پدر آذاد معاشرے کا یہی روش ھے اور معاشرے کو یہی لوگ اذاد خیالی اور بناوٹی خوشیوں کے نام برباد کرتے ہیں,"['مادر', 'پدر', 'آذاد', 'معاشرے', 'کا', 'ی', 'ہی', 'روش', 'ھے', 'اور', 'معاشرے', 'کو', 'ی', 'ہی', 'لوگ', 'اذاد', 'خیالی', 'اور', 'بناوٹی', 'خوشیوں', 'کے', 'نا', 'م', 'برباد', 'کرتے', 'ہیں']"
ان لوگوں ملال کیوں نہیں ہوتا کسی کو بلاوجہ ماردیا جب بھی کوئی سزا نہیں,"['ان', 'لوگوں', 'ملال', 'کیوں', 'نہیں', 'ہوتا', 'کسی', 'کو', 'بلاوجہ', 'ماردیا', 'جب', 'بھی', 'کوئی', 'سزا', 'نہیں']"
اس نے افغانی باشندے مارنے کا دعوی کیا ہے اب ہم پاکستانی انتظار کریں گے کہ کب ہمیں گالیاں دینے والوں کی غیرت جاگتی ہے,"['اس', 'نے', 'افغانی', 'باشندے', 'مار', 'نے', 'کا', 'دعوی', 'کیا', 'ہے', 'اب', 'ہم', 'پاکستانی', 'انتظار', 'کریں', 'گے', 'کہ', 'کب', 'ہمیں', 'گالیاں', 'دی', 'نے', 'والوں', 'کی', 'غیرت', 'جاگتی', 'ہے']"
